Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
,,,,,,,,,,,,,,,,,,,,,,,,Star Anise,1.6666666666666667,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,Roti,0.0,0.0,,,,garlic powder,0.5166666666666667,0.5166666666666667,paprika,0.19166666666666665,3.4,,,,,,,scallions,1.1574074074074074,4.629629629629631,,,,,,,,,,,,,,,,oyster sauce,1.2857142857142858,1.5000000001014422,,,,coriander,0.15,2.5,grated nutmeg,0.03645833338017984,0.03645833338017984,,,,fresh ginger,0.74999999998732,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apple cider vinegar,1.8625,1.8625,,,,,,,,,,,,,,,,,,,,,,ground turmeric,0.1875,0.1875,,,,,,,paprika,0.3833333333333333,0.3833333333333333,shrimp paste,0.20833333333333334,0.6666666667004807,,,,,,,,,,,,,gingerroot,0.25,7.5,,,,,,,paprika,0.14375,0.14375,lime,2.09375,16.75,jalapeño,0.5,0.5,fresh ginger,1.1,3.75,,,,,,,,,,,,,,,,,,,,,,white peppercorns,0.8999999999999999,0.8999999999999999,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Salt,1.5,4.7622578525003965,,,,,,,,,,,,,,,,,,,,,,,,,raita,0.0,0.0,,,,fresh ginger,0.5,3.75,ground pepper,0.18125,0.18125,,,,,,,smoked paprika,1.1333333333333333,1.1333333333333333,,,,,,,,,,,,,,,,soy sauce,1.1428571428571428,14.166666666666666,,,,Smoked paprika,0.11499999999999999,0.11499999999999999,vinegar,0.0,7.45,,,,ground pepper,0.725,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kosher salt,1.8416403841071427,1.8416403841071427,,,,,,,,,,,,,,,,,,,,,,salt,0.1875,0.75,,,,,,,cornstarch,0.33333333335024,1.33333333340096,kaffir lime leaves,0.19999999999999998,0.19999999999999998,,,,,,,,,,,,,Butter lettuce,0.25,0.25,,,,,,,pepper,0.12083333333333333,19.381481481481483,Lime,2.09375,2.09375,tumeric,0.375,0.375,Kosher salt,1.0676999999990464,4.240397578333327,,,,,,,,,,,,,,,,,,,,,,olive oil,0.7608155107914674,0.7608155107914674,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,fresh basil,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,pickles,0.0,0.0,,,,table salt,0.5,0.5,cumin seeds,0.17500000000000002,0.17500000000000002,,,,,,,sugar,1.05,3.124999999947175,,,,,,,,,,,,,,,,canola oil,1.125,3.375,,,,chilli,0.10416666667195011,0.10416666667195011,,,,,,,orange zest,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sugar,1.5624999999735876,1.5624999999735876,,,,,,,,,,,,,,,,,,,,,,cilantro,0.16666666666384883,3.3333333333333335,,,,,,,ground ginger,0.225,0.3,fish sauce,0.18749999993659872,27.0,,,,,,,,,,,,,kosher salt,0.24270833334564376,0.24270833334564376,,,,,,,Thyme,0.1142857142857143,0.1142857142857143,chili powder,2.0,2.0,dried chile peppers,0.375,0.375,curry powder,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,Thai basil,0.75,3.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,fresh ginger,1.49999999997464,3.0,,,,,,,,,,,,,,,,,,,,,,,,,turmeric,0.0,0.0,,,,cilantro,0.4999999999915465,0.5,Dried Red Chiles,0.16666666666666666,0.16666666666666666,,,,,,,granulated sugar,1.0416666666490584,2.0833333332981168,,,,,,,,,,,,,,,,toasted sesame oil,1.125,1.125,,,,red pepper flakes,0.09635416667155386,0.09635416667155386,,,,,,,basil,0.6625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vegetable oil,1.5555555556607548,7.100944767507085,,,,,,,,,,,,,,,,,,,,,,ground cinnamon,0.1625,0.1625,,,,,,,white pepper,0.15,0.24,sugar,0.06510416674922043,1.05,,,,,,,,,,,,,black pepper,0.22999999999999998,0.2875,,,,,,,bay leaf,0.075,0.075,mint leaves,1.9000000000321167,22.800000000385474,chili powder,0.3375,0.3375,serrano chili,1.0166666666666666,1.0166666666666666,,,,,,,,,,,,,,,,,,,,,,cilantro leaves,0.6666666666666666,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Lime,1.3958333333333333,2.09375,,,,,,,,,,,,,,,,,,,,,,,,,Rice,0.0,0.0,,,,paprika,0.3833333333333333,0.3833333333333333,cloves,0.15,0.15,,,,,,,celery seed,1.0,1.0,,,,,,,,,,,,,,,,pepper,1.0762975654686064,1.3704099000926526,,,,cayenne,0.075,0.225,,,,,,,parsley,0.6333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oil,1.5,7.0,,,,,,,,,,,,,,,,,,,,,,ground cloves,0.13125,0.13125,,,,,,,seasoning,0.125,0.125,pepper,0.05,1.2102265625006425,,,,,,,,,,,,,fennel seeds,0.19333333333333333,0.19333333333333333,,,,,,,fresh thyme,0.05,0.7999999999458978,sriracha,1.7999999999999998,1.7999999999999998,herbes,0.3375,0.3375,coriander seeds,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,coriander leaves,0.6666666666553953,0.6666666666553953,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cilantro,1.3333333333333333,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salt,0.375,2.251188808641579,cayenne pepper,0.1125,0.6625,,,,,,,ginger root,0.9999999999830934,0.9999999999830934,,,,,,,,,,,,,,,,Kosher salt,0.8090277778188125,0.8090277778188125,,,,salt,0.057692307692307696,1.5,,,,,,,celery,0.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh basil,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,crushed red pepper,0.1125,0.225,,,,,,,salt,0.0760416667630894,1.276303481107598,prawns,0.0,125.0,,,,,,,,,,,,,curry powder,0.16666666666666666,0.3333333333333333,,,,,,,Dill,0.05,0.05,serrano chile,1.525,1.525,ground turmeric,0.31333333333333335,0.31333333333333335,oil,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,Cilantro,0.5555555555555556,6.039382063280193,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,coriander leaves,1.3333333333333333,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garlic,0.35,9.0,ground ginger,0.09,0.09,,,,,,,coriander,0.9,0.9,,,,,,,,,,,,,,,,green onion,0.75,2.3148148148148153,,,,cumin,0.04038461538461539,3.0,,,,,,,kosher salt,0.40451388890940626,4.10918961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galangal,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,ginger,0.08333333333333333,0.25,,,,,,,pepper,0.0453125,0.638151740553799,rice noodles,0.0,226.796185,,,,,,,,,,,,,coriander seeds,0.16666666666666666,0.16666666666666666,,,,,,,peas,0.0,0.0,sesame seeds,1.5000000000760818,2.25,fresh tarragon,0.3124999999947162,0.3124999999947162,ground pepper,0.725,0.725,,,,,,,,,,,,,,,,,,,,,,granulated sugar,0.525,0.525,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,flour,1.3020833333993764,1.3020833333993764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dried thyme,0.3333333333333333,0.3333333333333333,grated nutmeg,0.06875,0.06875,,,,,,,galangal,0.89375,0.89375,,,,,,,,,,,,,,,,Sichuan pepper,0.72,0.72,,,,dried chili,0.029647435898939648,0.029647435898939648,,,,,,,star anise,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ginger,1.49999999997464,1.49999999997464,,,,,,,,,,,,,,,,,,,,,,coriander,0.05625,0.05625,,,,,,,,,,Chicken,0.0,0.0,,,,,,,,,,,,,garlic,0.13999999999999999,4.5,,,,,,,pork,0.0,0.0,green onions,1.5,1.5,cumin,0.2625,0.525,orange zest,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,sugar,0.525,6.24999999989435,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Parmesan,1.25,18.58828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sugar,0.2625,12.4999999997887,cardamom pods,0.0625,0.25,,,,,,,lime juice,0.8555555555410908,23.099999999609448,,,,,,,,,,,,,,,,wine,0.6145833333645058,39.333333333333336,,,,Falafels,0.0,0.0,,,,,,,garlic,0.35,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh ginger,1.49999999997464,1.49999999997464,,,,,,,,,,,,,,,,,,,,,,black pepper,0.025,0.9352932358361841,,,,,,,,,,steamed rice,0.0,0.0,,,,,,,,,,,,,shrimp paste,0.13333333334009614,0.13333333334009614,,,,,,,Apple,0.0,0.0,cumin,1.5,1.5,saffron,0.2625,0.2625,basil,0.6625,2.0,,,,,,,,,,,,,,,,,,,,,,garlic,0.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,canola oil,1.125,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black pepper,0.24166666666666667,1.607533845750507,Saffron,0.05833333333333333,0.05833333333333333,,,,,,,Sriracha,0.7999999999999999,0.7999999999999999,,,,,,,,,,,,,,,,hot sauce,0.6,0.6,,,,English hothouse cucumber,0.0,0.0,,,,,,,kaffir lime leaves,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red wine vinegar,1.4285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,peanut,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,chili powder,0.1125,0.1125,,,,,,,Avocado,0.0,0.0,chicken,1.4583333333086774,250.0,dried chiles,0.25,0.25,cinnamon sticks,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,cilantro,0.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,star anise,1.0,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground nutmeg,0.18333333333333335,0.18333333333333335,cardamom,0.03571428571428571,0.03571428571428571,,,,,,,Garlic,0.75,0.75,,,,,,,,,,,,,,,,truffle,0.5625,0.5625,,,,Pomegranate,0.0,0.0,,,,,,,cumin,0.2625,0.2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garlic,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,Chili powder,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,cumin,0.10500000000000001,0.10500000000000001,,,,,,,Cream,0.0,0.0,parsley,1.2666666666666666,1.2666666666666666,coriander seed,0.225,0.225,parsley,0.6333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,all-purpose flour,0.4402867539302474,62.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,salt,1.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground cloves,0.17500000000000002,0.17500000000000002,red pepper flakes,0.027529761906158245,0.048177083335776937,,,,,,,chives,0.75,0.75,,,,,,,,,,,,,,,,fresh ginger,0.5357142857142857,2.99999999994928,,,,sour cream,0.0,28.75,,,,,,,sugar,0.2625,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sea salt,1.2135416667282188,1.2135416667282188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ginger,0.1,0.1,,,,,,,,,,vinegar,1.2416666666666667,6.25,star anise,0.21428571428571427,0.21428571428571427,celery,0.5,40.0,,,,,,,,,,,,,,,,,,,,,,lime juice,0.4277777777994751,15.125,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,beef bouillon granules,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground allspice,0.15833333333333333,0.15833333333333333,rice,0.016666666666666666,97.5,,,,,,,gingerroot,0.74999999998732,1.12499999998098,,,,,,,,,,,,,,,,rice wine,0.5196428571340714,19.679761212472627,,,,chives,0.0,0.0,,,,,,,cilantro leaves,0.24999999999577324,3.4158582050349273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canola oil,1.125,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coriander,0.09,0.625,,,,,,,,,,hot sauce,1.1999999999188462,1.1999999999188462,garlic,0.2,7.5,thyme sprig,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,kosher salt,0.40451388890940626,1.2135416667282188,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,cinnamon sticks,0.8666666666666667,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bay leaf,0.15,0.15,cilantro,0.0,5.275535049739431,,,,,,,seasoning,0.7333333333333334,0.7333333333333334,,,,,,,,,,,,,,,,Ginger root,0.5,0.5,,,,hot sauce,0.0,0.0,,,,,,,cilantro,0.24999999999577324,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cilantro,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chilli Powder,0.084375,0.084375,,,,,,,,,,pepper,1.139073674241934,1.3434130275013934,fennel seeds,0.19333333333333333,0.19333333333333333,star anise,0.4,1.5,,,,,,,,,,,,,,,,,,,,,,ground turmeric,0.375,0.375,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,coriander seeds,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian seasoning,0.125,0.125,Basmati rice,0.0,0.0,,,,,,,chicken seasoning,0.6999999999526604,0.6999999999526604,,,,,,,,,,,,,,,,jalapeño,0.5,0.5,,,,,,,,,,,,,bay leaves,0.19999999999999998,0.19999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,star anise,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cilantro,0.08333333333756,0.08333333333756,,,,,,,,,,toasted sesame oil,1.125,10.2,salt,0.1901041669077235,2.264290665,sweet paprika,0.3833333333333333,0.3833333333333333,,,,,,,,,,,,,,,,,,,,,,fresh basil,0.35222940314419793,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Garlic Powder,0.775,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red-pepper flakes,0.04817708333577693,0.06423611111436923,naan,0.0,0.0,,,,,,,kosher salt,0.6934523809875536,4.854166666666667,,,,,,,,,,,,,,,,parsley,0.475,0.475,,,,,,,,,,,,,salt,0.1875,2.975789234992949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coriander seed,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five-spice powder,0.07916666666666666,0.07916666666666666,,,,,,,,,,ginger,1.1,2.99999999994928,coriander seeds,0.16666666666666666,0.16666666666666666,garlic,0.35,4.0,,,,,,,,,,,,,,,,,,,,,,fresh ginger,0.3333333333333333,7.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,cinnamon stick,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salsa,0.0,0.0,mint leaves,0.0,0.0,,,,,,,Vegetable oil,0.6750686916299015,1.4790240096665537,,,,,,,,,,,,,,,,paprika,0.37777777777777777,0.37777777777777777,,,,,,,,,,,,,crushed red pepper,0.16875,0.16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olive oil,0.84375,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground pepper,0.0725,1.1573078324990047,,,,,,,,,,ground pepper,1.08871588874925,1.08871588874925,bay leaf,0.15,0.15,kosher salt,0.3033854166820547,4.10918961,,,,,,,,,,,,,,,,,,,,,,Kosher salt,0.3033854166820547,0.3033854166820547,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,parsley,0.6340129256595562,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown rice,0.0,95.0,Plain Greek yogurt,0.0,0.0,,,,,,,vegetable oil,0.666666666711752,0.666666666711752,,,,,,,,,,,,,,,,salt,0.375,2.25,,,,,,,,,,,,,ground cinnamon,0.1625,0.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turmeric,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salt,0.06336805563590783,2.2165209097500003,,,,,,,,,,fresh ginger,1.0,6.0,lavender,0.15,0.15,sugar,0.2625,6.25,,,,,,,,,,,,,,,,,,,,,,white pepper,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Onion Powder,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rice,0.0,97.5,fresh basil,0.0,0.0,,,,,,,Kosher Salt,0.6067708333641094,0.6067708333641094,,,,,,,,,,,,,,,,olive oil,0.375,13.5,,,,,,,,,,,,,bay leaf,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chives,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cilantro,0.04166666666878,10.0,,,,,,,,,,cilantro leaves,1.0,3.0,bay leaves,0.15,0.15,cilantro,0.24999999999577324,7.486974401108507,,,,,,,,,,,,,,,,,,,,,,kaffir lime leaves,0.22499999999999998,0.44999999999999996,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,black pepper,0.575,2.3811289262501982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green salad,0.0,0.0,Chicken,0.0,75.0,,,,,,,Tabasco sauce,0.5875,0.5875,,,,,,,,,,,,,,,,cornstarch,0.33333333335024,0.33333333335024,,,,,,,,,,,,,ground cloves,0.13125,0.13125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground pepper,0.725,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red pepper flakes,0.03211805555718462,0.03211805555718462,,,,,,,,,,white peppercorns,0.8999999999999999,0.8999999999999999,shrimp paste,0.13333333334009614,16.0,cilantro leaves,0.24999999999577324,3.4158582050349273,,,,,,,,,,,,,,,,,,,,,,lime leaves,0.19999999999999998,0.19999999999999998,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sesame Oil,0.5677083331317702,0.5677083331317702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sesame oil,0.5625,1.125,,,,,,,,,,,,,,,,coriander seeds,0.3,0.3,,,,,,,,,,,,,sesame oil,0.09461805552196169,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinnamon stick,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coconut,0.02604166666798753,33.814022701843,,,,,,,,,,Tabasco,0.7833333333333333,0.7833333333333333,black pepper,0.090625,0.2875,fresh thyme,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,black pepper,0.14375,0.14375,,,,,,,,,,,,,,,,,,,,,,,,
