Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)",Ingredient Name,"Minimum Weight (g, if present)","Maximum Weight (g, if present)"
,,,,,,,,,,,,,,,,,,,,,,,,lime,20.9375,20.9375,,,,vegetable oil,3.5,3.5,salt,0.375,1.4416005375,,,,,,,,,,,,,,,,yogurt,7.65625,7.65625,chicken stock,24.805832734375002,180.0,water,14.78676478125,236.5882365,extra-virgin olive oil,6.75,6.75,Worcestershire sauce,1.7,1.7,Worcestershire sauce,5.666666666666667,5.666666666666667,orange juice,7.7499999998689715,7.7499999998689715,,,,,,,Chile Sauce,0.0,0.0,,,,,,,chicken feet,16.1997275,16.1997275,egg white,4.125,6.6,cooking spray,5.005447572508783,5.005447572508783,green olives,7.5,7.5,,,,cooked chicken,17.5,17.5,,,,,,,,,,,,,,,,Light Soy Sauce,2.25,2.25,,,,cilantro leaves,0.38095238095238093,0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,pork sausage,18.899682083333335,18.899682083333335,,,,,,,,,,,,,,,,,,,,,,peanut butter,7.166666666666667,7.166666666666667,,,,,,,Green Onions,6.0,6.0,rice bran oil,6.8,6.8,toasted sesame oil,1.8,1.8,,,,,,,,,,Ginger root,3.75,3.75,,,,,,,pimiento-stuffed green olives,10.0,10.0,low-sodium soy sauce,15.9375,15.9375,red chili,11.25,11.25,bean sprouts,17.333333333333332,78.0,,,,,,,ancho chilies,12.75,12.75,,,,Kosher salt,2.0173328324993536,3.4887792199992025,,,,,,,onions,13.88888888888889,13.88888888888889,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Yellow Onion,20.833333333333332,20.833333333333332,,,,olive oil,3.375,6.75,kosher salt,0.3033854166820547,2.2484604500000005,,,,,,,,,,,,,,,,lime juice,7.5625,7.5625,Toast,24.0,24.0,sake,14.75982090935447,14.75982090935447,peanut oil,6.27265999999418,6.27265999999418,olive oil,1.6875,27.0,honey,5.25,5.25,Ketchup,7.5,7.5,,,,,,,Kale,0.0,0.0,,,,,,,carrot,15.25,15.25,poblano peppers,3.75,11.25,gluten-free breadcrumbs,4.833333333333333,4.833333333333333,tortilla chips,7.5,7.5,,,,chicken breast,17.4,17.4,,,,,,,,,,,,,,,,Sriracha,1.7999999998782694,1.7999999998782694,,,,fresh ginger,0.3666666666666667,0.3666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,red onion,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,low sodium soy sauce,7.1,7.1,,,,,,,fish sauce,6.0,6.0,gochujang,6.445312499891029,6.445312499891029,corn flour,1.7812499999698845,1.7812499999698845,,,,,,,,,,fresh thyme,3.75,3.75,,,,,,,sour cream,9.583333333333334,9.583333333333334,honey,15.75,28.25,egg,10.75,10.75,mung bean sprouts,17.333333333333332,104.0,,,,,,,broad beans,12.5,12.5,,,,Salt,1.6243261802078959,1.6243261802078959,,,,,,,lime,13.64318454108393,16.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,onions,20.833333333333332,226.796185,,,,seasoning,3.3000000000000003,3.3000000000000003,pepper,0.25857465500000004,174.43333333333334,,,,,,,,,,,,,,,,Mint leaves,7.5,7.5,corn kernels,23.5,23.5,Rice Wine,14.549999999754,14.549999999754,sour cream,6.0,28.375,sesame seeds,1.6875,9.0,corn oil,5.1,5.1,Jack cheese,7.333333333333333,7.333333333333333,,,,,,,Kabocha,0.0,0.0,,,,,,,chervil,15.0,15.0,Cooking Spray,3.2198752717507757,3.2198752717507757,tomatoes,4.730769230769231,4.730769230769231,champagne vinegar,7.45,7.45,,,,mung bean sprouts,17.333333333333332,17.333333333333332,,,,,,,,,,,,,,,,honey,1.7656250000895544,4.2,,,,lemongrass,0.3333333333333333,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,egg noodles,15.2,85.048569375,,,,,,,,,,,,,,,,,,,,,,Green Onions,6.9444444444444455,6.9444444444444455,,,,,,,Cornstarch,5.9999999998985585,5.9999999998985585,granulated sugar,6.24999999989435,6.24999999989435,vegetable oil,1.7752361918767712,9.467926356676113,,,,,,,,,,light soy sauce,3.55,3.55,,,,,,,butter,9.466666666666667,14.2,orange juice,15.5,15.5,shallots,9.851851851851851,59.111111111111114,red chilies,15.0,15.0,,,,,,,extra virgin olive oil,12.173048172663478,12.173048172663478,,,,garlic powder,1.6166666666666665,1.6166666666666665,,,,,,,lemon juice,11.43749999980665,11.43749999980665,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Garlic,20.0,20.0,,,,flour,2.604166666622638,20.833333333333332,pasta,0.25,113.3980925,,,,,,,,,,,,,,,,red-wine vinegar,7.45,7.45,chicken,23.333333333333332,425.242846875,jalapenos,14.0,14.0,yellow onion,5.0,13.333333333333334,mustard,1.55624999997369,1.55624999997369,dried ancho chiles,4.25,4.25,olive oil mayonnaise,7.3,7.3,,,,,,,,,,,,,,,,Parmigiano-Reggiano,14.1747615625,14.1747615625,green onions,3.125,3.125,Cilantro leaves,4.694482683334566,4.694482683334566,Vegetable oil,7.39121579718038,7.39121579718038,,,,bean sprouts,17.333333333333332,78.0,,,,,,,,,,,,,,,,vegetable oil,1.750000000118349,112.00000000189358,,,,Mint,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,rice vinegar,15.089507630697437,29.75,,,,,,,,,,,,,,,,,,,,,,green onion,6.9444444444444455,6.9444444444444455,,,,,,,cashew,5.833333333333333,5.833333333333333,caster sugar,5.99999999989855,5.99999999989855,miso paste,1.432291666739314,1.432291666739314,,,,,,,,,,reduced-sodium soy sauce,3.55,3.55,,,,,,,mashed potatoes,9.449841041666668,181.5,knob ginger,15.0,15.0,peanuts,8.333333333333334,18.25,red chiles,15.0,15.0,,,,,,,peas,12.083333333333334,36.25,,,,table salt,1.5,1.5,,,,,,,red chillies,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,hard-boiled eggs,20.0,20.0,,,,tarragon,2.49999999995773,2.49999999995773,black pepper,0.18125,1.1242302250000002,,,,,,,,,,,,,,,,canola oil,6.8125,6.8125,milk,20.333333333333332,45.75,Spring Onions,13.888888888888891,13.888888888888891,oil,4.666666666666667,7.0,sea salt,1.5482771100000003,1.5482771100000003,tomato paste,4.093749999930775,28.333333333333332,cooking oil,7.0,7.0,,,,,,,,,,,,,,,,rice bran oil,13.821481779378326,13.821481779378326,Sugar,3.124999999947175,3.124999999947175,scallions,4.629629629629631,8.333333333333334,unsalted butter,7.1,17.75,,,,limes,16.75,22.333333333333332,,,,,,,,,,,,,,,,minced ginger,1.49999999997464,1.49999999997464,,,,turmeric,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,heavy cream,14.875,14.875,,,,,,,,,,,,,,,,,,,,,,scallions,6.9444444444444455,28.25,,,,,,,roasted red peppers,5.625,5.625,chilli,5.625,45.0,black pepper,1.215883333334051,1.215883333334051,,,,,,,,,,safflower,3.5437499999400863,3.5437499999400863,,,,,,,egg yolks,8.5,11.333333333333334,lemongrass,15.0,15.0,shrimp,8.0,170.09713875,piece ginger,15.0,15.0,,,,,,,shrimp,12.0,56.69904625,,,,peppercorn,1.45,1.45,,,,,,,panko,11.25,11.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Beef Stock,20.0,20.0,,,,jalapeno chili,2.3333333333333335,2.3333333333333335,ground pepper,0.18125,0.18125,,,,,,,,,,,,,,,,cooking spray,6.0196740580000005,6.0196740580000005,Carrots,20.333333333333332,20.333333333333332,frozen peas,13.4,33.5,fresh coriander,4.61224999999572,12.5,lemon juice,1.52499999997422,7.625,tomato puree,3.9062499999339573,3.9062499999339573,Extra Virgin Olive Oil,6.75,6.75,,,,,,,,,,,,,,,,mache,13.75,13.75,butter,3.0428571428571423,7.1,red pepper,4.576923076923077,4.576923076923077,red onion,6.875,6.875,,,,red chiles,15.0,15.0,,,,,,,,,,,,,,,,rice vinegar,1.49,7.4375,,,,black peppercorns,0.20714285714285713,0.20714285714285713,,,,,,,,,,,,,,,,,,,,,,,,,shallot,14.777777777777779,14.777777777777779,,,,,,,,,,,,,,,,,,,,,,coconut oil,6.8,6.8,,,,,,,scallions,5.208333333333334,20.833333333333336,olive oil,5.4,13.5,prawns,1.2,83.33333333333333,,,,,,,,,,vegetable oil,3.5,7.0,,,,,,,frozen peas,8.375,33.333333333333336,radishes,14.5,14.5,Thai red curry paste,8.0,8.0,dry white wine,14.911984011512763,58.79999999999999,,,,,,,roasted red pepper,11.25,11.25,,,,cilantro leaves,1.3333333333333333,1.3333333333333333,,,,,,,light soy sauce,10.649999999999999,10.649999999999999,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,sour cream,19.166666666666668,56.69904625,,,,cilantro leaves,2.0,2.0,parsley,0.1,11.25,,,,,,,,,,,,,,,,Italian bread,5.7,5.7,green pea,18.125,18.125,tomato paste,12.281249999792326,12.281249999792326,Cilantro leaves,4.266250515156666,4.266250515156666,fresh thyme,1.5,1.5,chilli,3.75,3.75,red bell pepper,6.611111111111111,41.0,,,,,,,,,,,,,,,,celery,12.625,12.625,yellow onion,2.9166666666666665,40.0,all-purpose flour,4.166666666666666,46.875,cucumber,6.5,6.5,,,,red chilies,15.0,15.0,,,,,,,,,,,,,,,,peppercorn,1.45,1.45,,,,shrimp paste,0.19047619048585163,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,yellow onion,13.5256090807372,37.5,,,,,,,,,,,,,,,,,,,,,,toasted sesame oil,6.8,6.8,,,,,,,green onion,5.0,5.0,Carrot,5.083333333333333,5.083333333333333,curry paste,1.0666666667388032,1.0666666667388032,,,,,,,,,,Vegetable Oil,3.5,3.5,,,,,,,Lamb,8.071428571428571,8.071428571428571,eggs,14.333333333333334,14.333333333333334,green onions,6.9444444444444455,8.333333333333334,scallops,14.1747615625,14.1747615625,,,,,,,frozen peas,11.166666666666666,22.333333333333332,,,,ground ginger,1.3,1.3,,,,,,,carrot,10.166666666666666,15.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Egg Noodles,19.0,19.0,,,,fresh ginger,1.9999999999661868,13.200000000000001,ground nutmeg,0.02430555558678656,0.02430555558678656,,,,,,,,,,,,,,,,red curry paste,5.333333333333333,5.333333333333333,green peas,18.125,18.125,carrots,12.2,30.5,cooking spray,4.161129846723416,4.161129846723416,ground turmeric,1.5,1.5,vegetable oil,3.5,4.666666666666667,poblano pepper,6.428571428571429,6.428571428571429,,,,,,,,,,,,,,,,pork belly,12.599788055555557,12.599788055555557,onion,2.9166666666666665,14.0,confectioners' sugar,4.0,4.0,Old Bay seasoning,5.4347174979267505,5.4347174979267505,,,,scallops,14.1747615625,28.349523125,,,,,,,,,,,,,,,,red chili sauce,1.4399999999026156,1.4399999999026156,,,,cinnamon stick,0.18571428571428572,0.18571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,beef broth,13.333333333333334,240.0,,,,,,,,,,,,,,,,,,,,,,serrano,6.5625,6.5625,,,,,,,green onions,4.629629629629631,17.361111111111114,chilli sauce,4.8,25.0,Coriander leaves,1.021701388890334,1.021701388890334,,,,,,,,,,green onions,3.4722222222222228,8.333333333333332,,,,,,,carrots,7.625,45.75,coconut milk,14.125,14.125,grape seed oil,6.8,6.8,celery ribs,13.333333333333334,13.333333333333334,,,,,,,leek,11.125,14.833333333333334,,,,parsley,1.25,1.25,,,,,,,peanut oil,10.125,10.125,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,egg noodles,18.899682083333335,85.0,,,,Kosher salt,1.519996184999559,4.321577007996556,red pepper flakes,0.0,0.0,,,,,,,,,,,,,,,,pomegranate molasses,4.21249999992878,4.21249999992878,mushrooms,17.5,17.5,green chili,11.25,11.25,tomato puree,3.9062499999339573,211.33764188651875,cumin,1.5,1.5,oil,3.5,7.0,crabmeat,6.299894027777778,75.59872833333334,,,,,,,,,,,,,,,,okra,12.5,12.5,jalapeno,2.8,2.8,unsalted butter,3.905,3.905,crisps,5.0,5.0,,,,white wine,13.066666666666665,13.066666666666665,,,,,,,,,,,,,,,,sriracha,1.4399999999026156,2.8799999998052312,,,,Cumin seeds,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,cooked chicken breasts,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,green onions,6.25,37.5,,,,,,,chilies,4.574999999999999,4.574999999999999,Mung bean Sprouts,4.724920520833334,4.724920520833334,brown sugar,1.0,1.0,,,,,,,,,,egg yolks,3.4,3.4,,,,,,,prepared horseradish,7.5,7.5,cheddar,14.125,14.125,all-purpose flour,5.859374999900933,5.859374999900933,white wine,13.066666666666665,13.066666666666665,,,,,,,tomato paste,11.0,11.0,,,,mint,1.2214285714285715,7.6000000001284915,,,,,,,shallot,9.851851851851853,14.777777777777779,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,American cheese,18.899682083333335,18.899682083333335,,,,kosher salt,1.5169270834102735,7.281249999876897,,,,,,,,,,,,,,,,,,,Kosher Salt,3.6406250001846567,3.6406250001846567,carrots,15.25,37.5,lime,11.166666666666666,16.75,piece of ginger,3.75,15.0,red wine vinegar,1.49,14.9375,green onions,3.4722222222222228,3.4722222222222228,dark brown sugar,6.041666666666667,6.041666666666667,,,,,,,,,,,,,,,,sausages,12.5,12.5,all-purpose flour,2.604166666622637,46.875,jalapeño pepper,3.5,3.5,Cooking spray,4.794263062178723,4.794263062178723,,,,bok choy,12.666666666666666,12.666666666666666,,,,,,,,,,,,,,,,extra virgin olive oil,1.35,1.35,,,,fennel seeds,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,noodles,12.666666666666666,85.048569375,,,,,,,,,,,,,,,,,,,,,,Peanuts,6.083333333333333,6.083333333333333,,,,,,,egg white,4.3999999999999995,8.25,Rice noodles,4.724920520833334,4.724920520833334,lemon juice,0.6354166666988957,0.6354166666988957,,,,,,,,,,low-sodium soy sauce,3.1875,3.1875,,,,,,,parsley,7.5,7.5,pepper jack,14.125,14.125,unsweetened coconut milk,5.65,127.125,bok choy,12.666666666666666,12.666666666666666,,,,,,,Olive oil,10.125,10.125,,,,meat,1.215277777839418,1.215277777839418,,,,,,,spring onion,9.259259259259261,9.259259259259261,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,portobello mushrooms,18.899682083333335,18.899682083333335,,,,almonds,1.5,1.5,,,,,,,,,,,,,,,,,,,light brown sugar,3.625,3.625,half and half,15.125,15.125,honey,10.5,10.5,jalapeno,3.5,3.5,Lime,1.3958333333333333,1.3958333333333333,Kosher salt,2.463489082499848,2.463489082499848,onion,5.714285714285714,18.333333333333332,,,,,,,,,,,,,,,,red chile,11.25,11.25,red wine vinegar,2.5,2.5,smoked paprika,3.4,3.4,oil-packed anchovies,4.4999999996956745,4.4999999996956745,,,,red onion,10.416666666666666,10.416666666666666,,,,,,,,,,,,,,,,hoisin sauce,1.333333333423504,8.0,,,,Shrimp paste,0.11111111111674678,0.11111111111674678,,,,,,,,,,,,,,,,,,,,,,,,,ground chicken,12.107142857142858,12.107142857142858,,,,,,,,,,,,,,,,,,,,,,Soy Sauce,6.0,6.0,,,,,,,Worcestershire sauce,4.25,4.25,spring onions,4.629629629629631,55.555555555555564,sea salt,0.6067708333641094,0.6067708333641094,,,,,,,,,,peanut,3.041666666615241,3.041666666615241,,,,,,,Cooking spray,7.069361560049744,7.069361560049744,onion,13.333333333333334,37.5,Sea salt,5.584365592931489,5.584365592931489,yellow onion,11.666666666666666,11.666666666666666,,,,,,,mussels,10.0,127.5728540625,,,,lemon,1.1666666666666667,14.0,,,,,,,oyster sauce,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,bean sprouts,18.333333333333332,26.0,,,,minced ginger,1.49999999997464,1.49999999997464,,,,,,,,,,,,,,,,,,,vegetable oil,3.5,9.333333333491131,Cheddar cheese,14.125,14.125,mirin,9.839880606236314,9.839880606236314,Brown Sugar,3.02083333328226,3.02083333328226,Kosher salt,1.3397847399998648,3.1950729699965614,olive oil,2.25,6.75,spring onions,5.208333333333334,5.208333333333334,,,,,,,,,,,,,,,,egg,10.75,10.75,golden raisins,2.013888888888889,2.013888888888889,extra-virgin olive oil,3.375,10.125,lime,4.375,16.75,,,,carrot,10.166666666666666,30.5,,,,,,,,,,,,,,,,soy sauce,1.325,15.9375,,,,dried chile,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,Cashews,11.655000150203705,11.655000150203705,,,,,,,,,,,,,,,,,,,,,,mirin,5.45624999990775,5.45624999990775,,,,,,,scallion,4.166666666666667,4.166666666666667,Scallions,4.629629629629631,4.629629629629631,ground turmeric,0.6,0.6,,,,,,,,,,cilantro leaf,2.9331121716615023,2.9331121716615023,,,,,,,cooking spray,6.980056145433752,6.980056145433752,Parmesan,12.3921875,12.3921875,Spanish onion,5.0,5.0,red onion,10.416666666666666,10.416666666666666,,,,,,,Spanish rice,8.8592259765625,8.8592259765625,,,,oil,1.125,7.0,,,,,,,chili sauce,8.531249999855763,8.531249999855763,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,red onion,17.5,17.5,,,,Cognac,1.158333333392085,2.3333333332807333,,,,,,,,,,,,,,,,,,,rice vinegar,2.98,2.98,lemon,14.0,14.0,Parmesan cheese,9.294140625,9.294140625,Garlic,3.0,3.0,cornstarch,1.3333333333107908,1.3333333333107908,flour,1.9531249999669786,1.9531249999669786,parsley,5.0,5.0,,,,,,,,,,,,,,,,butter,10.631071171875,10.631071171875,water,1.848345597625,19.715686375,yellow onion,3.3333333333333335,3.3333333333333335,Eggs,4.3,4.3,,,,piece of ginger,10.0,10.0,,,,,,,,,,,,,,,,crushed red pepper,1.325,1.325,,,,ground turmeric,0.05357142857142857,0.05357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,sour cream,11.5,21.5625,,,,,,,,,,,,,,,,,,,,,,reduced-sodium soy sauce,5.324999999999999,5.324999999999999,,,,,,,Peanut oil,3.9391986956669465,3.9391986956669465,peanuts,4.562499999922862,4.562499999922862,lemongrass,0.5583333333616526,10.0,,,,,,,,,,oil,2.5,7.0,,,,,,,fresh herbs,6.852644876323163,6.852644876323163,red chilli,11.25,11.25,light brown sugar,4.53124999992339,4.53124999992339,carrot,10.166666666666666,30.5,,,,,,,olives,7.466666666666668,16.800000000284,,,,curry powder,1.05,1.05,,,,,,,red curry paste,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,rice noodles,16.666666666666668,28.349523125,,,,paprika,1.1333333333333333,3.4,,,,,,,,,,,,,,,,,,,low sodium soy sauce,2.84,7.1,shallot,13.333333333333334,13.333333333333334,capsicum,9.25,9.25,vegetable oil,3.0,7.0,sugar,1.24999999997887,1.24999999997887,pasilla,1.75,1.75,White Onion,5.0,5.0,,,,,,,,,,,,,,,,shallot,10.0,14.777777777777779,Cooking spray,1.7945700690902002,1.7945700690902002,brown rice flour,3.2916666666110146,3.2916666666110146,egg yolk,4.25,4.25,,,,shallot,9.851851851851853,9.851851851851853,,,,,,,,,,,,,,,,chili,1.093750000055476,1.093750000055476,,,,Cloves,0.04285714285714286,0.04285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,egg,10.75,10.75,,,,,,,,,,,,,,,,,,,,,,chicken broth,5.000000000253605,5.000000000253605,,,,,,,peeled ginger,3.75,3.75,sesame oil,4.5,4.5,peppercorn,0.4972541666667712,0.4972541666667712,,,,,,,,,,sherry,2.4583333332917703,4.916666666583541,,,,,,,onion,6.666666666666667,60.0,red chillies,11.25,11.25,pecorino Romano,4.1249999999302585,4.1249999999302585,piece of ginger,10.0,10.0,,,,,,,ham,7.08738078125,7.08738078125,,,,pepper,1.0086664162496768,1.0086664162496768,,,,,,,green chile,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
